              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00   15  0.24  11 11 78  1.82 2.57 2.79
    0.00    0  0.00  11 10 79  1.67 2.53 2.78
  105.54 1868 192.53  15 12 73  1.67 2.53 2.78
    4.00    3  0.01  12 11 78  1.62 2.50 2.77
    0.00    0  0.00  11 10 79  1.62 2.50 2.77
    0.00    0  0.00  11 11 78  1.62 2.50 2.77
    0.00    0  0.00  11 10 79  1.49 2.46 2.75
  105.54 1868 192.49  15 11 74  1.49 2.46 2.75
    4.00    3  0.01  11 11 78  1.53 2.45 2.74
    0.00    0  0.00  11 11 78  1.53 2.45 2.74
   16.00    0  0.01  11 10 79  1.53 2.45 2.74
    0.00    0  0.00  11 10 79  1.57 2.44 2.74
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  104.41 1554 158.46  14 11 75  1.57 2.44 2.74
  111.00  314 34.08  12 11 76  1.84 2.48 2.75
  331.82  239 77.42  11 11 78  1.84 2.48 2.75
   16.00   15  0.24  11 10 79  1.84 2.48 2.75
    0.00    0  0.00  11 10 79  1.77 2.46 2.74
   94.48 1475 136.07  14 12 74  1.77 2.46 2.74
  145.95  396 56.50  13 11 76  1.71 2.44 2.73
    0.00    0  0.00  11 10 79  1.71 2.44 2.73
    0.00    0  0.00  11 11 78  1.71 2.44 2.73
    0.00    0  0.00  11 10 79  1.65 2.41 2.72
  119.49 1160 135.31  13 11 76  1.65 2.41 2.72
   82.55  710 57.23  14 11 75  1.76 2.42 2.72
    0.00    0  0.00  11 10 79  1.76 2.42 2.72
    8.75    8  0.07  11 11 78  1.76 2.42 2.72
    0.00    0  0.00  12 11 78  1.78 2.41 2.72
  117.55  827 94.97  13 11 76  1.78 2.41 2.72
   95.20 1050 97.60  14 11 75  1.72 2.39 2.71
  329.71  241 77.58  11 11 79  1.72 2.39 2.71
   16.00   15  0.24  11 10 79  1.72 2.39 2.71
    0.00    0  0.00  11 11 79  1.74 2.38 2.70
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  131.00  740 94.64  12 11 77  1.74 2.38 2.70
   88.45 1134 97.93  14 12 74  1.76 2.38 2.70
    0.00    0  0.00  11 10 79  1.76 2.38 2.70
    0.00    0  0.00  11 10 79  1.76 2.38 2.70
    0.00    0  0.00  11 10 79  1.94 2.40 2.71
   19.00  401  7.45  11 11 78  1.94 2.40 2.71
  129.02 1469 185.10  15 12 74  1.94 2.40 2.70
    0.00    0  0.00  11 11 78  1.94 2.40 2.70
   16.00    0  0.01  11 11 79  1.94 2.40 2.70
    0.00    0  0.00  11 10 79  2.19 2.44 2.72
   12.22  137  1.63  11 11 78  2.19 2.44 2.72
  112.80 1731 190.64  15 12 73  2.41 2.48 2.73
  330.38  240 77.41  11 11 78  2.41 2.48 2.73
   16.00   15  0.24  11 10 79  2.41 2.48 2.73
    0.00    0  0.00  11 10 79  2.46 2.49 2.73
   10.00    1  0.01  12 11 77  2.46 2.49 2.73
  105.49 1869 192.54  15 12 73  2.42 2.48 2.73
    0.00    0  0.00  11 10 79  2.42 2.48 2.73
    0.00    0  0.00  11 10 79  2.42 2.48 2.73
    0.00    0  0.00  11 10 79  2.55 2.51 2.73
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.55 2.51 2.73
  105.47 1870 192.55  16 12 72  2.51 2.50 2.73
    4.00    6  0.02  11 10 79  2.51 2.50 2.73
   16.00    0  0.01  11 11 78  2.51 2.50 2.73
    0.00    0  0.00  11 11 78  2.46 2.49 2.72
    0.00    0  0.00  13 12 75  2.46 2.49 2.72
  103.70 1906 193.02  17 13 69  2.51 2.50 2.73
  294.47  270 77.61  11 11 79  2.51 2.50 2.73
   16.00   15  0.24  11 10 79  2.51 2.50 2.73
    0.00    0  0.00  11 11 78  2.71 2.54 2.74
   16.00    0  0.01  11 10 79  2.71 2.54 2.74
  104.87 1880 192.55  15 12 73  2.65 2.53 2.73
    4.00    1  0.00  11 11 79  2.65 2.53 2.73
    0.00    0  0.00  11 10 79  2.65 2.53 2.73
    5.68   68  0.38  11 11 79  2.60 2.52 2.73
    0.00    0  0.00  11 10 79  2.60 2.52 2.73
  101.51 1945 192.84  16 12 72  3.11 2.63 2.77
    4.00    7  0.03  12 11 78  3.11 2.63 2.77
    6.00    3  0.02  11 11 79  3.11 2.63 2.77
    0.00    0  0.00  11 10 79  3.02 2.62 2.76
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 11 78  3.02 2.62 2.76
  105.27 1873 192.53  16 12 72  2.94 2.61 2.76
  330.35  240 77.57  11 11 79  2.94 2.61 2.76
   16.00   15  0.24  11 11 78  2.94 2.61 2.76
    0.00    0  0.00  11 10 79  2.78 2.58 2.75
    6.00    3  0.02  11 11 78  2.78 2.58 2.75
  104.97 1879 192.57  16 12 72  3.04 2.64 2.77
    4.00    0  0.00  11 10 79  3.04 2.64 2.77
    0.00    0  0.00  11 10 79  3.04 2.64 2.77
    5.57 1263  6.87  12 12 76  2.96 2.63 2.76
    0.00    0  0.00  11 10 79  2.96 2.63 2.76
  105.49 1869 192.54  16 12 73  3.28 2.70 2.79
    4.91   95  0.46  11 11 78  3.28 2.70 2.79
   16.00    0  0.01  11 10 79  3.28 2.70 2.79
    0.00    0  0.00  11 11 78  3.02 2.65 2.77
    0.00    0  0.00  11 10 79  3.02 2.65 2.77
  105.46 1869 192.52  15 12 73  3.02 2.66 2.77
  353.81  224 77.38  11 11 78  3.02 2.66 2.77
   16.00   15  0.24  11 11 78  3.02 2.66 2.77
    0.00    0  0.00  11 11 78  2.85 2.63 2.76
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  11 11 79  2.85 2.63 2.76
  110.04 1669 179.33  14 11 75  2.79 2.62 2.75
   64.81  209 13.23  12 11 77  2.79 2.62 2.75
    0.00    0  0.00  11 11 79  2.79 2.62 2.75
    0.00    0  0.00  11 10 79  2.72 2.61 2.75
    0.00    0  0.00  11 10 79  2.72 2.61 2.75
  126.17 1552 191.29  14 11 75  2.74 2.62 2.75
    4.00  317  1.24  13 11 76  2.74 2.62 2.75
   16.00    0  0.01  11 10 79  2.74 2.62 2.75
    0.00    0  0.00  11 10 79  2.76 2.62 2.75
    0.00    0  0.00  11 10 79  2.76 2.62 2.75
  124.50 1208 146.82  13 11 76  2.78 2.63 2.75
  140.37  898 123.07  13 11 76  2.78 2.63 2.75
   16.00   15  0.24  11 10 79  2.78 2.63 2.75
    0.00    0  0.00  11 10 79  2.64 2.60 2.74
    4.46   13  0.06  11 11 78  2.64 2.60 2.74
   91.59 1086 97.11  14 11 75  2.59 2.59 2.74
  124.30  784 95.23  13 11 76  2.59 2.59 2.74
    0.00    0  0.00  11 10 78  2.59 2.59 2.74
    0.00    0  0.00  11 11 78  2.38 2.55 2.72
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    5  0.02  11 10 79  2.38 2.55 2.72
  113.63 1157 128.40  13 11 76  2.35 2.54 2.72
   89.37  736 64.22  14 11 75  2.35 2.54 2.72
   16.00    0  0.01  11 10 79  2.35 2.54 2.72
    0.00    0  0.00  11 11 79  2.24 2.51 2.71
    0.00    0  0.00  11 10 79  2.24 2.51 2.71
  137.35  699 93.77  12 11 78  2.46 2.55 2.72
  125.94 1432 176.14  14 12 74  2.46 2.55 2.72
   16.00   15  0.24  11 10 79  2.46 2.55 2.72
    4.00    1  0.01  11 11 79  2.35 2.53 2.71
   16.00    0  0.01  11 10 79  2.35 2.53 2.71
   56.84  390 21.64  11 11 78  2.24 2.50 2.70
  117.54 1489 170.92  15 12 73  2.24 2.50 2.70
    0.00    0  0.00  11 11 78  2.24 2.50 2.70
    0.00    0  0.00  11 10 79  2.30 2.51 2.70
    8.71   39  0.34  12 11 77  2.30 2.51 2.70
    0.00    0  0.00  11 10 79  2.19 2.48 2.69
  105.41 1867 192.17  15 12 72  2.19 2.48 2.69
   16.00    0  0.01  11 10 79  2.19 2.48 2.69
    0.00    0  0.00  11 10 79  2.18 2.48 2.69
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 11 78  2.18 2.48 2.69
    0.00    0  0.00  11 10 78  2.08 2.45 2.68
  130.19 2125 270.16  16 12 72  2.08 2.45 2.68
   16.00   15  0.24  11 11 78  2.08 2.45 2.68
    0.00    0  0.00  10 10 79  2.00 2.43 2.67
    5.33    4  0.02  11 11 78  2.00 2.43 2.67
    6.67    3  0.02  11 11 78  2.08 2.44 2.67
  105.38 1871 192.54  16 12 73  2.08 2.44 2.67
    0.00    0  0.00  11 11 78  2.08 2.44 2.67
    0.00    0  0.00  11 10 79  2.23 2.46 2.67
    4.00    4  0.02  11 10 79  2.23 2.46 2.67
    0.00    0  0.00  11 11 79  2.21 2.45 2.67
  105.25 1874 192.56  16 12 72  2.21 2.45 2.67
   16.00    0  0.01  11 10 79  2.21 2.45 2.67
    0.00    0  0.00  11 11 79  2.44 2.50 2.68
    0.00    0  0.00  11 10 79  2.44 2.50 2.68
    0.00    0  0.00  11 10 79  2.56 2.52 2.69
  129.24 2113 266.68  16 13 72  2.56 2.52 2.69
    0.00    0  0.00  11 10 79  2.56 2.52 2.69
    4.00    1  0.00  11 10 79  2.60 2.53 2.69
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  11 10 79  2.60 2.53 2.69
    0.00    0  0.00  11 10 79  2.39 2.49 2.68
   87.38 2290 195.44  16 13 71  2.39 2.49 2.68
    0.00    0  0.00  11 10 79  2.39 2.49 2.68
    0.00    0  0.00  11 10 79  2.28 2.46 2.67
    4.00    2  0.01  16 14 70  2.28 2.46 2.67
    0.00    0  0.00  15 14 71  2.33 2.47 2.67
  105.38 1871 192.56  21 17 62  2.33 2.47 2.67
  177.32  115 19.91  17 15 69  2.33 2.47 2.67
    0.00    0  0.00  11 11 79  2.71 2.55 2.69
    0.00    0  0.00  11 11 78  2.71 2.55 2.69
    0.00    0  0.00  11 10 79  2.73 2.55 2.69
  127.45 2172 270.40  15 12 72  2.73 2.55 2.69
    4.00    3  0.01  11 11 78  2.73 2.55 2.69
    5.82   59  0.34  11 10 79  2.67 2.54 2.69
   12.00    3  0.04  11 11 79  2.67 2.54 2.69
    0.00    0  0.00  11 10 79  2.62 2.53 2.69
  105.65 1866 192.52  15 11 74  2.62 2.53 2.69
    4.00    3  0.01  11 11 78  2.62 2.53 2.69
    4.00   20  0.08  11 10 79  2.49 2.51 2.68
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    1  0.00  11 10 79  2.49 2.51 2.68
    0.00    0  0.00  11 11 78  2.53 2.52 2.68
  112.16 1738 190.39  15 11 74  2.53 2.52 2.68
   16.80  133  2.18  12 11 77  2.53 2.52 2.68
    0.00    0  0.00  11 11 79  2.49 2.51 2.67
    0.00    0  0.00  11 10 79  2.49 2.51 2.67
    0.00    0  0.00  11 10 79  2.45 2.50 2.67
  130.80 2114 270.02  14 12 74  2.45 2.50 2.67
    4.92   99  0.48  12 11 77  2.45 2.50 2.67
    4.91   61  0.29  11 10 79  2.65 2.54 2.68
   16.00    0  0.01  11 11 78  2.65 2.54 2.68
    6.67    3  0.02  11 11 78  2.52 2.51 2.67
  130.80 1331 170.06  13 11 76  2.52 2.51 2.67
   42.69  538 22.44  13 11 76  2.52 2.51 2.67
    0.00    0  0.00  11 10 79  2.56 2.52 2.67
    0.00    0  0.00  11 10 79  2.56 2.52 2.67
    0.00    0  0.00  10 10 79  2.91 2.60 2.70
  139.66 1361 185.59  13 11 76  2.91 2.60 2.70
   13.54  507  6.70  14 11 75  2.91 2.60 2.70
    0.00    0  0.00  11 10 79  2.76 2.57 2.69
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.76 2.57 2.69
    0.00    0  0.00  11 11 78  2.62 2.54 2.68
  174.55 1017 173.31  12 11 77  2.62 2.54 2.68
   90.79 1088 96.44  14 12 74  2.62 2.54 2.68
    0.00    0  0.00  11 10 79  2.65 2.55 2.68
   26.00    6  0.15  12 11 77  2.65 2.55 2.68
    0.00    0  0.00  11 11 78  2.68 2.56 2.68
  137.26  701 93.93  12 11 77  2.68 2.56 2.68
   85.73 1178 98.64  14 11 74  2.68 2.56 2.68
    0.00    0  0.00  11 10 79  2.70 2.56 2.68
    0.00    0  0.00  11 10 79  2.70 2.56 2.68
    0.00    0  0.00  11 11 78  2.57 2.54 2.67
  236.22  394 90.97  12 11 77  2.57 2.54 2.67
   70.48 1476 101.57  14 12 74  2.57 2.54 2.67
    0.00    0  0.00  11 11 78  2.52 2.53 2.67
    0.00    0  0.00  11 10 79  2.52 2.53 2.67
    0.00    0  0.00  11 10 79  2.56 2.54 2.67
  265.65  554 143.64  11 11 78  2.56 2.54 2.67
   82.56 1568 126.44  15 12 73  2.56 2.54 2.67
    0.00    0  0.00  11 10 79  2.35 2.49 2.65
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  11 11 79  2.35 2.49 2.65
    0.00    0  0.00  11 10 79  2.40 2.50 2.65
    0.00    0  0.00  11 11 78  2.40 2.50 2.65
  105.38 1871 192.55  16 12 73  2.40 2.50 2.65
    0.00    0  0.00  11 10 79  2.37 2.49 2.65
    4.00    0  0.00  11 11 78  2.37 2.49 2.65
    0.00    0  0.00  12 10 78  2.50 2.52 2.66
   16.00    0  0.01  11 11 78  2.50 2.52 2.66
  105.16 1873 192.41  16 12 72  2.50 2.52 2.66
    0.00    0  0.00  11 10 79  2.54 2.53 2.66
    0.00    0  0.00  11 10 79  2.54 2.53 2.66
    0.00    0  0.00  11 10 79  2.58 2.53 2.66
  322.58  246 77.62  11 10 79  2.58 2.53 2.66
  105.41 1870 192.52  16 12 72  2.58 2.53 2.66
    0.00    0  0.00  11 10 79  2.61 2.54 2.66
   16.00    0  0.01  11 11 78  2.61 2.54 2.66
    6.67    3  0.02  11 10 79  2.56 2.53 2.66
    4.00   17  0.07  11 11 79  2.56 2.53 2.66
  105.43 1870 192.54  16 12 72  2.56 2.53 2.66
    0.00    0  0.00  11 11 78  2.60 2.54 2.66
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.60 2.54 2.66
    0.00    0  0.00  11 10 79  2.55 2.53 2.66
   16.00    0  0.01  11 11 78  2.55 2.53 2.66
  104.59 1885 192.57  16 12 72  2.55 2.53 2.66
    0.00    0  0.00  11 11 78  2.50 2.52 2.65
    0.00    0  0.00  11 10 79  2.50 2.52 2.65
    0.00    0  0.00  11 10 79  2.46 2.51 2.65
  279.83  285 77.85  11 11 78  2.46 2.51 2.65
  105.49 1869 192.54  15 12 73  2.46 2.51 2.65
    0.00    0  0.00  11 11 79  2.43 2.50 2.65
   16.00    0  0.01  11 11 78  2.43 2.50 2.65
    0.00    0  0.00  11 10 79  2.71 2.56 2.67
    0.00    0  0.00  11 10 79  2.71 2.56 2.67
  105.60 1865 192.28  16 12 72  2.71 2.56 2.67
    4.00    3  0.01  11 11 78  2.58 2.54 2.66
    0.00    0  0.00  11 11 78  2.58 2.54 2.66
    4.00    3  0.01  11 10 79  2.45 2.51 2.65
   16.00    1  0.01  11 11 78  2.45 2.51 2.65
  105.46 1872 192.82  16 12 73  2.45 2.51 2.65
    4.00    3  0.01  11 11 78  2.65 2.55 2.66
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.65 2.55 2.66
    0.00    0  0.00  11 10 78  2.84 2.59 2.67
  327.61  243 77.63  11 11 78  2.84 2.59 2.67
  112.09 1740 190.51  15 11 74  2.84 2.59 2.67
   16.80  133  2.18  12 11 77  2.69 2.56 2.66
   10.00    1  0.01  11 11 78  2.69 2.56 2.66
    4.00    3  0.01  11 10 79  2.48 2.52 2.65
    0.00    0  0.00  11 10 79  2.48 2.52 2.65
   94.88 1476 136.73  14 11 75  2.48 2.52 2.65
  144.21  396 55.71  13 12 75  2.60 2.55 2.66
    0.00    0  0.00  11 10 79  2.60 2.55 2.66
    0.00    0  0.00  11 11 78  2.79 2.59 2.67
   16.00    0  0.01  11 11 78  2.79 2.59 2.67
  126.53  767 94.76  13 11 76  2.79 2.59 2.67
   90.62 1106 97.83  13 12 75  2.89 2.61 2.68
    0.00    0  0.00  11 11 77  2.89 2.61 2.68
    0.00    0  0.00  11 10 79  2.74 2.58 2.67
  312.52  254 77.65  11 11 78  2.74 2.58 2.67
  104.71  944 96.54  13 12 76  2.74 2.58 2.67
  105.57  929 95.82  14 12 74  2.68 2.57 2.66
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  12 12 76  2.68 2.57 2.66
    4.84    9  0.04  11 12 77  2.46 2.53 2.65
    0.00    0  0.00  11 12 76  2.46 2.53 2.65
  126.15  769 94.78  13 12 75  2.46 2.53 2.65
   90.77 1103 97.79  14 12 74  2.35 2.50 2.64
    0.00    0  0.00  11 11 77  2.35 2.50 2.64
    0.00    0  0.00  11 11 78  2.32 2.50 2.63
   16.00    0  0.01  11 11 79  2.32 2.50 2.63
   66.54  401 26.06  12 11 77  2.32 2.50 2.63
  116.12 1464 166.07  15 11 74  2.29 2.49 2.63
    0.00    0  0.00  11 11 78  2.29 2.49 2.63
    0.00    0  0.00  11 10 78  2.51 2.53 2.64
  306.20  260 77.87  11 11 79  2.51 2.53 2.64
    0.00    0  0.00  11 11 78  2.51 2.53 2.64
  105.46 1870 192.55  16 12 73  2.87 2.60 2.67
    6.40    2  0.02  11 11 78  2.87 2.60 2.67
    4.00   13  0.05  11 10 79  2.96 2.63 2.68
    7.00    6  0.04  11 11 78  2.96 2.63 2.68
    0.00    0  0.00  11 10 79  2.96 2.63 2.68
  105.32 1872 192.53  16 12 72  2.96 2.63 2.68
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.96 2.63 2.68
    0.00    0  0.00  11 10 79  2.72 2.59 2.66
   16.00    0  0.01  11 11 78  2.72 2.59 2.66
    0.00    0  0.00  11 10 79  2.72 2.59 2.66
  104.84 1881 192.58  15 12 73  2.67 2.58 2.66
    0.00    0  0.00  11 11 78  2.67 2.58 2.66
    0.00    0  0.00  11 10 79  2.45 2.53 2.64
  281.84  282 77.56  10 11 79  2.45 2.53 2.64
    0.00    0  0.00  11 11 79  2.45 2.53 2.64
  105.43 1870 192.54  16 12 73  2.42 2.53 2.64
   16.00    0  0.01  11 11 78  2.42 2.53 2.64
    0.00    0  0.00  11 10 78  2.38 2.52 2.63
    0.00    0  0.00  11 10 79  2.38 2.52 2.63
    0.00    0  0.00  11 10 79  2.38 2.52 2.63
  105.46 1869 192.50  16 12 72  2.43 2.52 2.64
    0.00    0  0.00  11 10 79  2.43 2.52 2.64
    0.00    0  0.00  11 10 79  2.40 2.52 2.63
   10.00    1  0.01  11 10 79  2.40 2.52 2.63
    0.00    0  0.00  11 10 79  2.40 2.52 2.63
  105.38 1868 192.19  16 12 72  2.36 2.51 2.63
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    0  0.00  11 10 79  2.36 2.51 2.63
    0.00    0  0.00  11 10 79  2.33 2.50 2.62
  321.34  247 77.65  10 10 79  2.33 2.50 2.62
    0.00    0  0.00  11 10 79  2.33 2.50 2.62
  104.87 1880 192.58  16 12 72  2.55 2.54 2.64
   16.00    0  0.01  11 11 78  2.55 2.54 2.64
    5.78    4  0.03  11 10 79  2.50 2.53 2.63
    0.00    0  0.00  11 11 79  2.50 2.53 2.63
    0.00    0  0.00  11 10 79  2.50 2.53 2.63
  105.03 1877 192.55  16 12 72  2.62 2.55 2.64
    0.00    0  0.00  11 10 78  2.62 2.55 2.64
    0.00    0  0.00  11 10 79  2.49 2.53 2.63
   16.00    0  0.01  12 11 78  2.49 2.53 2.63
    0.00    0  0.00  11 10 79  2.49 2.53 2.63
  105.51 1868 192.52  15 12 73  2.69 2.57 2.65
    4.00    3  0.01  11 11 78  2.69 2.57 2.65
    0.00    0  0.00  11 10 79  2.64 2.56 2.64
  309.30  257 77.76  11 10 79  2.64 2.56 2.64
    0.00    0  0.00  11 10 79  2.64 2.56 2.64
  105.49 1869 192.55  15 12 73  2.99 2.63 2.67
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    5.71    3  0.02  11 11 78  2.99 2.63 2.67
    0.00    0  0.00  11 10 79  3.07 2.66 2.67
    0.00    0  0.00  11 10 79  3.07 2.66 2.67
    0.00    0  0.00  11 10 79  3.07 2.66 2.67
  105.65 1866 192.54  15 11 74  3.22 2.69 2.69
    4.00    3  0.01  11 11 78  3.22 2.69 2.69
    0.00    0  0.00  11 11 78  3.21 2.70 2.69
   16.00    0  0.01  11 10 79  3.21 2.70 2.69
    0.00    0  0.00  11 10 79  3.21 2.70 2.69
  112.35 1732 190.00  15 11 74  3.27 2.72 2.70
   18.31  142  2.54  11 11 78  3.27 2.72 2.70
    0.00    0  0.00  11 10 79  3.17 2.71 2.69
  325.88  244 77.63  11 11 78  3.17 2.71 2.69
    0.00    0  0.00  11 10 79  3.17 2.71 2.69
  124.93 1568 191.33  15 12 74  3.07 2.70 2.69
    4.04  319  1.26  12 11 76  3.07 2.70 2.69
    0.00    0  0.00  11 10 79  2.99 2.68 2.68
    0.00    0  0.00  11 11 79  2.99 2.68 2.68
    0.00    0  0.00  11 10 79  2.99 2.68 2.68
   96.41 1694 159.48  14 11 75  2.83 2.66 2.67
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  109.87  314 33.68  13 11 76  2.83 2.66 2.67
    0.00    0  0.00  11 10 79  2.76 2.64 2.67
   16.00    0  0.01  11 11 78  2.76 2.64 2.67
    0.00    0  0.00  11 11 78  2.76 2.64 2.67
  136.43 1418 188.99  14 11 75  2.70 2.63 2.66
    8.01  453  3.54  13 11 76  2.70 2.63 2.66
    0.00    0  0.00  11 10 79  2.72 2.64 2.67
  315.61  251 77.50  11 11 78  2.72 2.64 2.67
    0.00    0  0.00  11 10 79  2.72 2.64 2.67
   90.75 1098 97.33  13 11 76  2.51 2.60 2.65
  125.94  774 95.24  13 12 75  2.51 2.60 2.65
    6.67    3  0.02  11 10 79  2.55 2.60 2.65
    0.00    0  0.00  11 10 79  2.55 2.60 2.65
    0.00    0  0.00  11 10 79  2.55 2.60 2.65
  125.80  771 94.66  12 11 77  2.58 2.61 2.65
   89.84 1115 97.85  14 12 74  2.58 2.61 2.65
    0.00    0  0.00  11 10 79  2.45 2.58 2.64
   16.00    0  0.01  11 10 79  2.45 2.58 2.64
    0.00    0  0.00  10 10 79  2.45 2.58 2.64
  179.28  536 93.80  12 11 77  2.42 2.57 2.64
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   73.63 1373 98.73  14 12 74  2.42 2.57 2.64
    0.00    0  0.00  11 10 79  2.38 2.56 2.64
  299.08  266 77.81  11 11 78  2.38 2.56 2.64
    0.00    0  0.00  11 10 79  2.38 2.56 2.64
   11.10  283  3.07  11 10 78  2.27 2.54 2.63
  117.74 1647 189.33  16 12 72  2.27 2.54 2.63
    4.00    0  0.00  11 10 79  2.25 2.53 2.62
    0.00    0  0.00  11 11 79  2.25 2.53 2.62
    0.00    0  0.00  11 10 79  2.25 2.53 2.62
    0.00    0  0.00  11 10 79  2.07 2.48 2.61
  105.27 1873 192.56  16 12 72  2.07 2.48 2.61
    0.00    0  0.00  11 10 79  1.98 2.46 2.60
    5.47  110  0.59  11 11 79  1.98 2.46 2.60
    0.00    0  0.00  11 10 79  1.98 2.46 2.60
    0.00    0  0.00  11 10 79  1.91 2.44 2.59
  104.87 1880 192.56  15 12 72  1.91 2.44 2.59
    4.00    8  0.03  11 10 78  1.91 2.43 2.58
  328.46  242 77.58  10 10 79  1.91 2.43 2.58
    0.00    0  0.00  11 10 79  1.91 2.43 2.58
    4.00    2  0.01  11 10 79  2.08 2.45 2.59
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.36 1871 192.53  16 12 72  2.08 2.45 2.59
    0.00    0  0.00  11 11 79  1.99 2.43 2.58
    0.00    0  0.00  11 10 79  1.99 2.43 2.58
    4.00  248  0.97  14 13 74  1.99 2.43 2.58
    4.00   11  0.04  15 15 70  2.23 2.47 2.60
  105.00 1878 192.59  21 17 62  2.23 2.47 2.60
    4.00    1  0.00  15 14 70  2.21 2.46 2.59
   11.47    7  0.08  12 12 76  2.21 2.46 2.59
    0.00    0  0.00  11 10 79  2.21 2.46 2.59
    0.00    0  0.00  11 11 79  2.20 2.46 2.59
  105.24 1870 192.19  15 12 73  2.20 2.46 2.59
    0.00    0  0.00  10 10 79  2.42 2.50 2.60
  235.79  338 77.92  11 11 78  2.42 2.50 2.60
    0.00    0  0.00  10 10 79  2.42 2.50 2.60
    0.00    0  0.00  11 10 79  2.39 2.49 2.60
  104.78 1882 192.58  16 13 72  2.39 2.49 2.60
    6.00    4  0.02  11 10 79  2.84 2.58 2.63
    0.00    0  0.00  11 11 78  2.84 2.58 2.63
    0.00    0  0.00  11 10 78  2.84 2.58 2.63
    0.00    0  0.00  11 10 79  2.77 2.57 2.63
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.43 1870 192.53  16 12 72  2.77 2.57 2.63
    4.00    3  0.01  11 10 79  2.63 2.54 2.62
   16.00    0  0.01  11 11 78  2.63 2.54 2.62
    0.00    0  0.00  11 10 79  2.63 2.54 2.62
    0.00    0  0.00  11 10 79  2.66 2.55 2.62
  105.48 1868 192.46  15 11 73  2.66 2.55 2.62
    4.00    3  0.01  11 11 78  2.60 2.54 2.61
  322.41  246 77.59  11 11 79  2.60 2.54 2.61
    0.00    0  0.00  11 11 79  2.60 2.54 2.61
    4.00    1  0.01  11 10 79  2.56 2.53 2.61
  105.53 1868 192.53  15 11 73  2.56 2.53 2.61
    4.00    3  0.01  11 11 77  2.59 2.54 2.61
    0.00    0  0.00  11 10 79  2.59 2.54 2.61
    0.00    0  0.00  11 10 79  2.59 2.54 2.61
    0.00    0  0.00  11 11 78  2.94 2.61 2.64
  112.28 1731 189.79  16 12 72  2.94 2.61 2.64
   19.34  146  2.75  11 11 78  2.79 2.59 2.63
   16.00    0  0.01  11 11 78  2.79 2.59 2.63
    0.00    0  0.00  11 10 79  2.79 2.59 2.63
    0.00    0  0.00  12 11 78  2.80 2.59 2.63
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  125.90 1556 191.31  14 11 75  2.80 2.59 2.63
    4.00  322  1.26  12 11 77  2.74 2.58 2.63
  296.45  269 77.85  11 11 78  2.74 2.58 2.63
    0.00    0  0.00  11 10 79  2.74 2.58 2.63
    0.00    0  0.00  11 10 79  2.52 2.54 2.61
   77.98 1288 98.08  14 12 74  2.52 2.54 2.61
  162.55  595 94.51  13 11 76  2.56 2.55 2.61
    0.00    0  0.00  11 10 79  2.56 2.55 2.61
    0.00    0  0.00  11 11 78  2.56 2.55 2.61
    0.00    0  0.00  11 10 79  2.43 2.52 2.60
  125.05 1317 160.83  13 11 76  2.43 2.52 2.60
   58.22  557 31.69  14 11 75  2.32 2.50 2.59
   16.00    0  0.01  11 10 78  2.32 2.50 2.59
    0.00    0  0.00  11 11 78  2.32 2.50 2.59
    0.00    0  0.00  11 10 79  2.29 2.49 2.59
